Munic?pio,confirmed,deaths,estimated_population_2019,indice de Gini,IDHM 2010,IDHM Renda 2010,IDHM Longevidade 2010,IDHM Educacao 2010
Dion?sio Cerqueira,1,1,15498,"0,529","0,706","0,703","0,82","0,61"
Dirceu Arcoverde,24,0,7011,"0,5265","0,561","0,563","0,718","0,436"
Divina Pastora,3,0,5138,"0,3997","0,61","0,571","0,753","0,527"
Divin?sia,1,0,3417,"0,4026","0,657","0,645","0,785","0,559"
Divino,5,0,19931,"0,5418","0,605","0,639","0,823","0,421"
Divino das Laranjeiras,1,0,4979,"0,4505","0,661","0,624","0,811","0,571"
Divino de S?o Louren?o,3,0,4304,"0,5208","0,632","0,622","0,819","0,496"
Divinol?ndia,1,0,11146,"0,4833","0,734","0,72","0,85","0,645"
Divin?polis,177,2,238230,"0,4797","0,764","0,753","0,844","0,702"
Divin?polis do Tocantins,1,0,6900,"0,6486","0,683","0,667","0,816","0,585"
Divisa Alegre,2,0,6786,"0,5048","0,608","0,603","0,723","0,515"
Divisa Nova,1,0,6011,"0,3952","0,67","0,66","0,801","0,57"
Dobrada,4,0,8929,"0,3872","0,718","0,691","0,818","0,655"
Dois C?rregos,4,2,27315,"0,4723","0,725","0,725","0,853","0,616"
Dois Irm?os,6,0,32671,"0,3832","0,743","0,763","0,848","0,633"
Dois Irm?os do Tocantins,0,0,7198,"0,577","0,583","0,551","0,813","0,442"
Dois Riachos,13,0,11075,"0,5548","0,532","0,513","0,762","0,385"
Dois Vizinhos,1,0,40641,"0,4754","0,767","0,747","0,85","0,711"
Dolcin?polis,2,0,2115,"0,3627","0,742","0,699","0,825","0,709"
Dom Aquino,4,0,8178,"0,534","0,69","0,687","0,806","0,593"
Dom Bas?lio,2,0,12199,"0,4588","0,591","0,547","0,783","0,482"
Dom Cavati,1,0,5072,"0,4487","0,688","0,66","0,784","0,63"
Dom Eliseu,263,3,59719,"0,535","0,615","0,606","0,763","0,502"
Dom Expedito Lopes,9,0,6904,"0,5201","0,601","0,583","0,762","0,488"
Dom Feliciano,3,0,15414,"0,4992","0,587","0,633","0,818","0,39"
Dom Inoc?ncio,2,0,9556,"0,5356","0,549","0,498","0,756","0,439"
Dom Pedrito,18,1,38461,"0,5448","0,708","0,715","0,848","0,585"
Dom Pedro,35,0,23350,"0,4949","0,622","0,582","0,759","0,545"
Domingos Martins,95,0,33850,"0,4875","0,669","0,68","0,833","0,528"
Domingos Mour?o,1,0,4355,"0,5688","0,55","0,547","0,755","0,403"
Dona In?s,2,0,10453,"0,5459","0,545","0,524","0,69","0,447"
Dores do Indai?,1,0,13483,"0,471","0,719","0,71","0,84","0,623"
Dores do Rio Preto,0,0,6749,"0,5148","0,654","0,635","0,813","0,542"
Dormentes,17,0,18908,"0,4708","0,589","0,558","0,741","0,495"
Douradina,38,0,5924,"0,4361","0,699","0,706","0,809","0,597"
Douradina,2,0,8747,"0,4361","0,699","0,706","0,809","0,597"
Dourado,2,0,8873,"0,3794","0,738","0,718","0,811","0,689"
Dourados,260,2,222949,"0,5311","0,747","0,753","0,843","0,657"
Doutor Camargo,2,0,5979,"0,3973","0,746","0,704","0,839","0,702"
Doutor Maur?cio Cardoso,4,2,4549,"0,4889","0,706","0,707","0,84","0,593"
Doutor Pedrinho,12,0,4064,"0,345","0,716","0,714","0,843","0,609"
Doutor Ricardo,3,0,1983,"0,3778","0,724","0,749","0,855","0,593"
Doutor Severiano,6,0,7076,"0,4943","0,621","0,567","0,747","0,566"
Doverl?ndia,0,0,7322,"0,4623","0,668","0,684","0,84","0,518"
Dracena,29,2,46793,"0,447","0,776","0,752","0,842","0,737"
Duartina,2,0,12445,"0,4323","0,748","0,716","0,837","0,698"
Duas Barras,1,0,11492,"0,453","0,659","0,677","0,79","0,534"
Duas Estradas,17,0,3596,"0,5231","0,603","0,565","0,795","0,488"
Duer?,5,0,4686,"0,5618","0,679","0,654","0,846","0,566"
Dumont,4,0,9868,"0,3911","0,744","0,72","0,849","0,674"
Duque Bacelar,33,0,11349,"0,6053","0,533","0,485","0,693","0,451"
Duque de Caxias,1358,235,919596,"0,4875","0,711","0,692","0,833","0,624"
Durand?,1,0,7841,"0,4343","0,645","0,626","0,842","0,508"
Ecoporanga,52,4,22923,"0,4965","0,662","0,631","0,819","0,562"
Ed?ia,2,0,12372,"0,5393","0,739","0,755","0,826","0,648"
Eirunep?,141,0,35273,"0,6237","0,563","0,548","0,756","0,431"
Eldorado,3,1,15494,"0,5042","0,684","0,674","0,824","0,577"
Eldorado dos Caraj?s,9,1,33808,"0,58","0,56","0,572","0,757","0,405"
Eldorado do Sul,12,1,41285,"0,4751","0,717","0,717","0,844","0,609"
Elesb?o Veloso,27,1,14602,"0,4879","0,58","0,573","0,758","0,45"
Elias Fausto,5,1,17772,"0,4343","0,695","0,701","0,822","0,583"
Elisi?rio,1,0,3651,"0,3343","0,747","0,711","0,825","0,712"
El?i Mendes,6,0,28076,"0,479","0,685","0,688","0,838","0,558"
Emas,1,0,3522,"0,4662","0,595","0,554","0,773","0,492"
Embu das Artes,535,46,273726,"0,4903","0,735","0,7","0,839","0,676"
Embu-Gua?u,123,10,69385,"0,5155","0,749","0,713","0,834","0,708"
Emilian?polis,4,0,3214,"0,385","0,727","0,69","0,805","0,691"
Encantado,49,2,22706,"0,4275","0,767","0,764","0,858","0,687"
Encanto,14,2,5638,"0,4735","0,629","0,589","0,787","0,536"
Encruzilhada,2,0,17006,"0,5122","0,544","0,533","0,754","0,4"
Encruzilhada do Sul,2,1,25877,"0,5382","0,657","0,677","0,875","0,478"
Engenheiro Caldas,0,0,11134,"0,5006","0,644","0,632","0,815","0,518"
Engenheiro Coelho,16,0,20773,"0,4589","0,732","0,72","0,815","0,668"
Engenheiro Navarro,1,0,7242,"0,4304","0,655","0,599","0,791","0,594"
Engenheiro Paulo de Frontin,12,2,14002,"0,4607","0,722","0,674","0,805","0,694"
Entre Rios,3,0,41780,"0,6249","0,615","0,602","0,785","0,492"
Entre Rios,68,1,3203,"0,6249","0,615","0,602","0,785","0,492"
Entre-Iju?s,5,0,8475,"0,4726","0,68","0,692","0,829","0,548"
Envira,0,0,20033,"0,6374","0,509","0,521","0,727","0,349"
Epitaciol?ndia,59,0,18411,"0,607","0,653","0,654","0,771","0,553"
Erebango,5,0,2991,"0,4734","0,712","0,689","0,837","0,626"
Erechim,133,1,105862,"0,4869","0,776","0,782","0,833","0,716"
Erer?,26,3,7198,"0,4701","0,61","0,551","0,754","0,547"
Ernestina,2,0,3168,"0,4424","0,716","0,703","0,854","0,612"
Erval Grande,9,0,4859,"0,5017","0,681","0,713","0,885","0,501"
Erv?lia,3,0,18895,"0,4654","0,625","0,64","0,828","0,46"
Escada,131,15,68875,"0,4729","0,632","0,594","0,781","0,543"
Esmeralda,1,0,3282,"0,4829","0,68","0,669","0,827","0,569"
Esmeraldas,12,0,70552,"0,4437","0,671","0,649","0,822","0,567"
Espera Feliz,20,0,24951,"0,5093","0,663","0,663","0,846","0,52"
Esperan?a,55,0,33007,"0,5416","0,623","0,598","0,767","0,526"
Esperan?a do Sul,12,1,2926,"0,431","0,661","0,665","0,788","0,55"
Esperantina,142,2,39737,"0,561","0,605","0,579","0,769","0,497"
Esperantina,8,0,10996,"0,561","0,605","0,579","0,769","0,497"
Esperantin?polis,164,4,17241,"0,5988","0,586","0,561","0,713","0,503"
Espig?o D'Oeste,19,1,32374,"0,5399","0,672","0,691","0,819","0,536"
Espinosa,4,1,31617,"0,4586","0,627","0,582","0,804","0,526"
Esp?rito Santo,2,0,10505,"0,5524","0,558","0,549","0,748","0,423"
Esp?rito Santo do Dourado,3,0,4692,"0,3689","0,685","0,66","0,847","0,576"
Esp?rito Santo do Pinhal,15,0,44330,"0,5731","0,787","0,784","0,872","0,712"
Esplanada,2,0,37237,"0,59","0,589","0,589","0,74","0,469"
Espumoso,11,1,15588,"0,496","0,765","0,747","0,884","0,677"
Esta??o,11,0,5958,"0,4633","0,753","0,752","0,843","0,674"
Est?ncia,151,4,69184,"0,5383","0,647","0,627","0,782","0,552"
Est?ncia Velha,26,0,50022,"0,4308","0,757","0,749","0,887","0,652"
Esteio,33,1,83202,"0,4844","0,754","0,769","0,843","0,662"
Estiva,9,0,11354,"0,3957","0,691","0,679","0,848","0,573"
Estiva Gerbi,2,0,11304,"0,4192","0,74","0,716","0,815","0,695"
Estreito,181,1,41946,"0,581","0,659","0,666","0,8","0,536"
Estrela,141,1,34116,"0,4219","0,767","0,776","0,85","0,684"
Estrela Dalva,10,1,2343,"0,5966","0,71","0,719","0,867","0,574"
Estrela de Alagoas,4,0,18205,"0,5124","0,534","0,515","0,72","0,41"
Estrela do Sul,1,0,7978,"0,4473","0,696","0,694","0,84","0,579"
Estrela d'Oeste,1,0,8419,"0,3969","0,76","0,712","0,873","0,705"
Euclides da Cunha,3,0,60585,"0,5559","0,567","0,565","0,749","0,43"
Euclides da Cunha Paulista,1,0,9371,"0,4566","0,704","0,663","0,802","0,655"
Eug?nio de Castro,0,0,2396,"0,5095","0,712","0,697","0,885","0,584"
Eugen?polis,3,0,11275,"0,4578","0,675","0,66","0,846","0,551"
Eun?polis,117,0,113380,"0,5877","0,677","0,687","0,791","0,572"
Eus?bio,681,13,53618,"0,6613","0,701","0,7","0,794","0,621"
Extrema,84,3,36225,"0,4015","0,732","0,729","0,849","0,633"
Extremoz,96,2,28583,"0,5637","0,66","0,64","0,808","0,555"
Fagundes,7,0,11253,"0,5213","0,56","0,543","0,749","0,432"
Faina,1,0,6627,"0,4651","0,65","0,644","0,799","0,534"
Faria Lemos,4,1,3241,"0,515","0,687","0,678","0,8","0,598"
Farias Brito,47,3,19450,"0,5529","0,633","0,541","0,774","0,605"
Faro,1,0,7194,"0,5606","0,563","0,501","0,756","0,47"
Farroupilha,261,4,72331,"0,4401","0,777","0,783","0,861","0,696"
Fartura,8,1,16036,"0,4353","0,732","0,699","0,867","0,648"
Fartura do Piau?,3,0,5307,"0,5249","0,548","0,506","0,738","0,441"
F?tima,1,0,17890,"0,566","0,559","0,554","0,686","0,459"
F?tima,5,0,3835,"0,566","0,559","0,554","0,686","0,459"
F?tima do Sul,66,0,19189,"0,5247","0,714","0,719","0,815","0,621"
Faxinal,2,0,17251,"0,4868","0,687","0,697","0,796","0,584"
Faxinal dos Guedes,20,0,10667,"0,4751","0,758","0,746","0,863","0,676"
Faxinalzinho,10,0,2315,"0,4496","0,666","0,646","0,801","0,571"
Fazenda Rio Grande,58,4,100209,"0,4922","0,72","0,713","0,847","0,617"
Fazenda Vilanova,5,0,4533,"0,4472","0,698","0,726","0,841","0,557"
Feij?,8,1,34780,"0,6774","0,539","0,559","0,723","0,388"
Feira de Santana,426,5,614872,"0,6079","0,712","0,71","0,82","0,619"
Feira Grande,15,0,22166,"0,5351","0,533","0,512","0,736","0,402"
Feira Nova,101,7,22131,"0,4905","0,6","0,581","0,807","0,46"
Feira Nova,3,0,5584,"0,4905","0,6","0,581","0,807","0,46"
Feira Nova do Maranh?o,10,1,8504,"0,6306","0,532","0,511","0,729","0,405"
Felipe Guerra,34,0,5985,"0,4856","0,636","0,582","0,768","0,575"
Feliz,9,0,13547,"0,3736","0,75","0,758","0,847","0,658"
Feliz Deserto,4,1,4754,"0,5","0,565","0,55","0,708","0,462"
Fernandes Pinheiro,1,0,5646,"0,5507","0,645","0,647","0,791","0,525"
Fernando de Noronha,42,0,3061,"0,4605","0,788","0,781","0,839","0,748"
Fernando Falc?o,40,0,10360,"0,5493","0,443","0,417","0,728","0,286"
Fernando Pedroza,3,0,3054,"0,5546","0,597","0,565","0,727","0,519"
Fernando Prestes,2,0,5783,"0,4176","0,758","0,746","0,859","0,68"
Fernand?polis,59,0,69116,"0,4941","0,797","0,767","0,872","0,758"
Fern?o,0,0,1716,"0,4084","0,703","0,668","0,843","0,617"
Ferraz de Vasconcelos,401,43,194276,"0,4559","0,738","0,691","0,828","0,703"
Ferreira Gomes,85,2,7780,"0,6006","0,656","0,635","0,82","0,542"
Ferreiros,65,5,12123,"0,5106","0,622","0,589","0,787","0,519"
Ferros,6,0,9820,"0,5258","0,603","0,625","0,821","0,428"
Fervedouro,3,0,11006,"0,4825","0,58","0,583","0,796","0,42"
Figueira,2,0,7770,"0,4572","0,677","0,68","0,801","0,569"
Figueir?polis,6,1,5263,"0,5311","0,689","0,664","0,822","0,6"
Filad?lfia,6,0,8856,"0,5438","0,565","0,553","0,726","0,45"
Firmin?polis,2,0,13292,"0,4383","0,732","0,681","0,838","0,688"
Flexeiras,20,1,12790,"0,4796","0,527","0,528","0,693","0,4"
Flor?nia,2,0,9116,"0,4902","0,642","0,611","0,775","0,56"
Floreal,4,0,2917,"0,3757","0,747","0,71","0,808","0,726"
Flores,1,0,22624,"0,5172","0,556","0,544","0,745","0,423"
Flores da Cunha,11,0,30745,"0,4427","0,754","0,786","0,849","0,642"
Floresta,11,2,32873,"0,5244","0,626","0,588","0,775","0,538"
Floresta,2,0,6774,"0,5244","0,626","0,588","0,775","0,538"
Floresta Azul,5,0,10629,"0,4667","0,557","0,548","0,731","0,431"
Floresta do Araguaia,2,0,20304,"0,6247","0,583","0,573","0,792","0,437"
Florestal,1,0,7461,"0,4861","0,724","0,728","0,845","0,617"
Florest?polis,2,0,10548,"0,3413","0,701","0,682","0,807","0,625"
Floriano,77,2,59935,"0,5579","0,7","0,676","0,802","0,633"
Floriano Peixoto,7,0,1766,"0,4454","0,663","0,701","0,854","0,486"
Florian?polis,644,7,500973,"0,5474","0,847","0,87","0,873","0,8"
Fl?rida Paulista,6,0,14640,"0,4286","0,715","0,702","0,807","0,646"
Fonte Boa,264,7,17609,"0,631","0,53","0,518","0,719","0,4"
Fontoura Xavier,6,0,10304,"0,5351","0,661","0,668","0,812","0,532"
Formiga,19,0,67683,"0,49","0,755","0,729","0,874","0,676"
Formigueiro,25,0,6664,"0,5205","0,682","0,69","0,838","0,549"
Formosa,24,0,121617,"0,5614","0,744","0,726","0,852","0,666"
Formosa da Serra Negra,26,0,19089,"0,6331","0,556","0,485","0,774","0,459"
Formoso do Araguaia,19,1,18440,"0,526","0,67","0,64","0,801","0,587"
Forquilha,48,2,24218,"0,4714","0,644","0,583","0,76","0,602"
Forquilhinha,24,0,26793,"0,4569","0,753","0,754","0,861","0,657"
Fortaleza,23378,1939,2669342,"0,6267","0,754","0,749","0,824","0,695"
Fortaleza dos Nogueiras,21,0,12631,"0,5358","0,616","0,566","0,773","0,534"
Fortim,36,0,16480,"0,5124","0,624","0,562","0,734","0,588"
Fortuna,24,0,15552,"0,5703","0,58","0,558","0,706","0,494"
Foz do Igua?u,125,2,258532,"0,5454","0,751","0,748","0,858","0,661"
Foz do Jord?o,2,0,4650,"0,551","0,645","0,654","0,828","0,496"
Fraiburgo,15,0,36443,"0,4972","0,731","0,712","0,86","0,637"
Franca,76,2,353187,"0,4665","0,78","0,749","0,842","0,753"
Francin?polis,8,0,5348,"0,5666","0,564","0,523","0,722","0,475"
Francisco Alves,1,0,6046,"0,4178","0,669","0,669","0,786","0,57"
Francisco Ayres,2,0,4348,"0,5211","0,577","0,565","0,756","0,45"
Francisco Badar?,1,0,10332,"0,4689","0,622","0,575","0,793","0,527"
Francisco Beltr?o,17,2,91093,"0,4721","0,774","0,758","0,844","0,726"
Francisco Morato,402,22,175844,"0,4361","0,703","0,659","0,815","0,647"
Francisco Santos,3,0,9319,"0,5136","0,608","0,598","0,754","0,498"
Franco da Rocha,395,38,154489,"0,4646","0,731","0,702","0,852","0,654"
Frecheirinha,38,3,14072,"0,5283","0,604","0,551","0,746","0,536"
Frederico Westphalen,29,1,31313,"0,4747","0,76","0,754","0,846","0,688"
Frei Inoc?ncio,7,0,9611,"0,471","0,648","0,624","0,779","0,559"
Frei Miguelinho,38,3,15457,"0,4807","0,576","0,575","0,758","0,438"
Frei Paulo,13,1,15421,"0,4907","0,589","0,623","0,768","0,428"
Fronteira,1,0,18103,"0,4488","0,684","0,693","0,871","0,53"
Fronteiras,6,0,11625,"0,5653","0,619","0,621","0,748","0,511"
Frutal,10,1,59496,"0,483","0,73","0,73","0,865","0,615"
Frutuoso Gomes,4,0,4068,"0,4768","0,597","0,565","0,737","0,512"
Fund?o,127,8,21509,"0,5","0,718","0,708","0,839","0,623"
Gado Bravo,23,1,8316,"0,5641","0,513","0,491","0,737","0,373"
G?lia,0,0,6548,"0,4265","0,709","0,684","0,823","0,634"
Galinhos,1,0,2786,"0,5752","0,564","0,578","0,723","0,429"
Gameleira,32,3,31052,"0,4828","0,602","0,541","0,759","0,532"
Gameleira de Goi?s,2,0,3818,"0,5395","0,659","0,692","0,828","0,499"
Gandu,12,1,32403,"0,5989","0,632","0,645","0,771","0,508"
Garanhuns,177,11,139788,"0,599","0,664","0,662","0,795","0,556"
Gararu,2,1,11604,"0,6244","0,564","0,544","0,783","0,422"
Gar?a,12,0,44390,"0,5075","0,769","0,737","0,849","0,728"
Garibaldi,340,4,35070,"0,5115","0,786","0,825","0,856","0,688"
Garopaba,5,0,23078,"0,4508","0,753","0,737","0,868","0,668"
Garraf?o do Norte,139,3,26066,"0,5453","0,526","0,54","0,763","0,353"
Garuva,6,1,18145,"0,4446","0,725","0,717","0,83","0,64"
Gaspar,43,1,69639,"0,4053","0,765","0,77","0,889","0,655"
Gast?o Vidigal,6,1,4808,"0,43","0,723","0,727","0,817","0,635"
Gaurama,17,0,5534,"0,4376","0,738","0,733","0,852","0,643"
Gavi?o Peixoto,5,0,4789,"0,361","0,719","0,687","0,802","0,676"
General C?mara,9,0,8385,"0,4979","0,686","0,704","0,832","0,552"
General Carneiro,2,0,13710,"0,4871","0,67","0,645","0,82","0,569"
General Maynard,1,0,3346,"0,5612","0,645","0,609","0,776","0,567"
General Salgado,3,0,10869,"0,4588","0,747","0,734","0,808","0,702"
General Sampaio,12,4,7618,"0,5155","0,568","0,548","0,744","0,449"
Gentil,6,0,1634,"0,4603","0,733","0,71","0,863","0,643"
Getulina,1,0,11409,"0,4708","0,717","0,696","0,813","0,652"
Get?lio Vargas,7,0,16212,"0,447","0,746","0,747","0,843","0,658"
Gilbu?s,1,0,10690,"0,6883","0,548","0,574","0,753","0,38"
Girau do Ponciano,18,0,40917,"0,5873","0,536","0,498","0,762","0,405"
Giru?,1,1,16004,"0,5377","0,721","0,707","0,842","0,629"
Gl?ria,2,0,15221,"0,5254","0,593","0,563","0,775","0,479"
Gl?ria de Dourados,7,0,9965,"0,4676","0,721","0,705","0,822","0,648"
Gl?ria do Goit?,72,13,30604,"0,5287","0,604","0,57","0,765","0,506"
Glorinha,1,0,8098,"0,4225","0,714","0,716","0,859","0,593"
Godofredo Viana,20,2,11819,"0,5035","0,604","0,537","0,75","0,546"
Goiana,370,29,79758,"0,5569","0,716","0,682","0,835","0,644"
Goian?,2,0,3966,"0,4705","0,651","0,614","0,779","0,576"
Goian?polis,4,0,11231,"0,5283","0,703","0,678","0,825","0,62"
Goiandira,3,1,5600,"0,4325","0,76","0,711","0,849","0,727"
Goian?sia,34,3,70084,"0,4721","0,727","0,719","0,84","0,636"
Goian?sia do Par?,35,2,40475,"0,5619","0,56","0,585","0,743","0,404"
Goi?nia,1556,49,1516113,"0,5908","0,799","0,824","0,838","0,739"
Goianinha,35,0,26328,"0,581","0,638","0,619","0,783","0,537"
Goianira,4,0,44289,"0,409","0,694","0,674","0,831","0,596"
Goianorte,0,0,5123,"0,543","0,621","0,598","0,805","0,497"
Goiatins,23,1,13019,"0,6268","0,576","0,541","0,765","0,462"
Goiatuba,13,1,34095,"0,5176","0,725","0,737","0,825","0,627"
Goioer?,7,0,28884,"0,492","0,731","0,72","0,85","0,639"
Goioxim,1,0,7111,"0,4938","0,641","0,593","0,813","0,547"
Gon?alves Dias,16,0,17934,"0,5976","0,568","0,542","0,758","0,445"
Gongogi,13,2,7128,"0,4781","0,576","0,543","0,773","0,456"
Gonzaga,1,0,6158,"0,513","0,606","0,558","0,774","0,516"
Gouveia,1,0,11825,"0,4554","0,681","0,622","0,833","0,609"
Gouvel?ndia,1,0,5898,"0,4476","0,674","0,68","0,806","0,559"
Governador Archer,47,0,10840,"0,5557","0,565","0,545","0,687","0,481"
Governador Celso Ramos,27,0,14471,"0,4397","0,747","0,737","0,87","0,651"
Governador Dix-Sept Rosado,7,0,13037,"0,5002","0,592","0,564","0,759","0,485"
Governador Edison Lob?o,100,0,18296,"0,4708","0,629","0,589","0,764","0,552"
Governador Eug?nio Barros,9,0,16828,"0,5795","0,572","0,55","0,736","0,462"
Governador Jorge Teixeira,4,0,7767,"0,5571","0,596","0,627","0,762","0,444"
Governador Lindenberg,1,0,12709,"0,4614","0,694","0,669","0,823","0,608"
Governador Luiz Rocha,5,0,7807,"0,5628","0,544","0,508","0,692","0,459"
Governador Mangabeira,3,1,20722,"0,5445","0,643","0,594","0,754","0,594"
Governador Newton Bello,62,0,10180,"0,5258","0,521","0,509","0,718","0,387"
Governador Nunes Freire,34,0,25577,"0,5675","0,569","0,54","0,722","0,472"
Governador Valadares,172,7,279885,"0,5377","0,727","0,714","0,834","0,644"
Gra?a,55,0,14399,"0,5588","0,57","0,514","0,755","0,477"
Gra?a Aranha,12,0,6262,"0,5392","0,57","0,538","0,748","0,459"
Graja?,177,2,69527,"0,6239","0,609","0,603","0,754","0,497"
Gramado,8,0,36232,"0,4888","0,764","0,783","0,861","0,662"
Gramado dos Loureiros,13,0,2082,"0,5104","0,685","0,662","0,832","0,584"
Gramado Xavier,1,0,4325,"0,5575","0,634","0,681","0,792","0,473"
Granito,1,0,7486,"0,5438","0,595","0,543","0,773","0,502"
Granja,110,3,54748,"0,626","0,559","0,495","0,778","0,453"
Gr?o Mogol,1,0,15836,"0,4816","0,604","0,579","0,791","0,482"
Gr?o Par?,3,0,6569,"0,4307","0,736","0,749","0,846","0,63"
Gravat?,92,10,84074,"0,5403","0,634","0,63","0,794","0,51"
Gravata?,62,4,281519,"0,4578","0,736","0,727","0,862","0,636"
Gravatal,25,1,11501,"0,3993","0,757","0,726","0,877","0,681"
Groa?ras,72,2,11068,"0,4701","0,633","0,585","0,724","0,598"
Grossos,12,1,10383,"0,4963","0,664","0,633","0,79","0,585"
Guabiju,0,0,1503,"0,5553","0,758","0,831","0,857","0,612"
Guabiruba,4,1,23832,"0,3683","0,754","0,75","0,876","0,653"
Gua?u?,38,3,30867,"0,5229","0,703","0,691","0,846","0,595"
Guadalupe,1,0,10499,"0,5059","0,65","0,639","0,794","0,542"
Gua?ba,52,1,98143,"0,4793","0,73","0,732","0,833","0,639"
Guai?ara,2,0,12168,"0,3781","0,739","0,697","0,853","0,679"
Guaimb?,2,0,5765,"0,4057","0,728","0,675","0,83","0,689"
Gua?ra,25,0,40790,"0,5207","0,724","0,739","0,836","0,615"
Gua?ra,15,3,33119,"0,5207","0,724","0,739","0,836","0,615"
Guaira??,9,1,6581,"0,4548","0,693","0,698","0,829","0,574"
Guai?ba,72,9,26064,"0,4833","0,617","0,546","0,768","0,56"
Guajar?,35,1,16678,"0,7397","0,532","0,51","0,762","0,387"
Guajar?-Mirim,200,20,46174,"0,5586","0,657","0,663","0,823","0,519"
Guamar?,42,1,15659,"0,5309","0,626","0,632","0,769","0,505"
Guanambi,7,0,84481,"0,5581","0,673","0,663","0,789","0,584"
Guanh?es,3,0,34319,"0,5713","0,686","0,683","0,82","0,576"
Guap?,3,0,14245,"0,3993","0,679","0,661","0,831","0,57"
Guapia?u,38,2,21454,"0,4238","0,725","0,728","0,866","0,605"
Guapiara,4,1,17157,"0,5657","0,675","0,634","0,806","0,602"
Guapimirim,213,18,60517,"0,5232","0,698","0,692","0,812","0,604"
Guapirama,1,1,3802,"0,4657","0,702","0,666","0,805","0,645"
Guap?,8,0,14209,"0,5557","0,697","0,708","0,826","0,58"
Guapor?,22,0,25727,"0,4251","0,765","0,781","0,837","0,685"
Guaporema,4,0,2243,"0,3738","0,719","0,686","0,808","0,671"
Guar?,1,1,21220,"0,4908","0,718","0,71","0,826","0,63"
Guarabira,557,3,58833,"0,5373","0,673","0,641","0,812","0,586"
Guara?a?,4,0,8323,"0,43","0,719","0,699","0,803","0,663"
Guaraci,1,0,11188,"0,4178","0,698","0,693","0,821","0,598"
Guaraci,5,0,5502,"0,4178","0,698","0,693","0,821","0,598"
Guaraciaba do Norte,58,3,40642,"0,5199","0,609","0,552","0,776","0,528"
Guara?,32,1,25923,"0,6157","0,741","0,724","0,839","0,67"
Guaramiranga,10,0,5193,"0,4719","0,637","0,576","0,736","0,61"
Guaramirim,37,0,44819,"0,4585","0,751","0,748","0,885","0,641"
Guaran?sia,1,0,19021,"0,4084","0,701","0,693","0,845","0,589"
Guarani d'Oeste,1,0,2000,"0,4101","0,732","0,682","0,806","0,714"
Guarania?u,16,0,12472,"0,5452","0,677","0,698","0,841","0,528"
Guarant?,6,0,6664,"0,4907","0,713","0,698","0,832","0,623"
Guarant? do Norte,12,0,35816,"0,4872","0,703","0,692","0,826","0,609"
Guarapari,206,9,124859,"0,5923","0,731","0,746","0,837","0,626"
Guarapuava,27,0,181504,"0,5555","0,731","0,73","0,853","0,628"
Guaraque?aba,1,1,7636,"0,4959","0,587","0,587","0,792","0,434"
Guarar?,1,0,3796,"0,4165","0,652","0,65","0,802","0,532"
Guararapes,17,1,32939,"0,4328","0,763","0,727","0,84","0,726"
Guararema,42,5,29798,"0,5061","0,731","0,729","0,817","0,656"
Guaratinga,1,0,20843,"0,5385","0,558","0,559","0,766","0,406"
Guaratinguet?,28,2,121798,"0,5478","0,798","0,764","0,886","0,751"
Guaratuba,27,0,37067,"0,5583","0,717","0,737","0,828","0,604"
Guare?,5,0,18520,"0,4349","0,687","0,692","0,805","0,583"
Guariba,8,0,40105,"0,4388","0,719","0,712","0,811","0,645"
Guaruj?,663,51,320459,"0,5191","0,751","0,729","0,854","0,679"
Guarulhos,2723,280,1379182,"0,5345","0,763","0,746","0,831","0,717"
Guatamb?,31,0,4704,"0,4506","0,717","0,716","0,823","0,626"
Guaxup?,21,0,51917,"0,4868","0,751","0,729","0,88","0,659"
